,order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,revenue,quarter,year,month,week_day
897,7015, Order Finished  , Matt Abelman           ,2010-10-12,47,3761600,0.07,263312, Technology       , Computer Peripherals           ,3498288,2010Q4,2010,October-2010,Tuesday
898,7106, Order Finished  , Shaun Weien            ,2012-05-10,8,237960,0.05,11898, Office Supplies  , Binders and Binder Accessories ,226062,2012Q2,2012,May-2012,Thursday
899,8007, Order Finished  , Maya Herman            ,2012-02-11,5,1641129,0.09,147702, Technology       , Telephones and Communication   ,1493427,2012Q1,2012,February-2012,Saturday
901,8773, Order Finished  , Sally Matthias         ,2011-10-22,5,441575,0.09,39742, Technology       , Telephones and Communication   ,401833,2011Q4,2011,October-2011,Saturday
902,9057, Order Finished  , Michael Granlund       ,2009-11-04,20,320580,0.01,3206, Furniture        , Office Furnishings             ,317374,2009Q4,2009,November-2009,Wednesday
903,9285, Order Finished  , David Philippe         ,2009-01-02,3,249620,0.06,14977, Office Supplies  , Binders and Binder Accessories ,234643,2009Q1,2009,January-2009,Friday
904,9861, Order Finished  , Chad Sievert           ,2012-10-28,47,1413360,0.1,141336, Office Supplies  , Pens & Art Supplies            ,1272024,2012Q4,2012,October-2012,Sunday
906,9923, Order Returned  , Chad Sievert           ,2009-10-05,27,127420,0.01,1274, Furniture        , Office Furnishings             ,126146,2009Q4,2009,October-2009,Monday
907,9925, Order Finished  , Chad Sievert           ,2012-01-30,43,3503360,0.1,350336, Office Supplies  , Binders and Binder Accessories ,3153024,2012Q1,2012,January-2012,Monday
908,10593, Order Finished  , Sally Matthias         ,2012-02-12,27,870540,0.05,43527, Technology       , Computer Peripherals           ,827013,2012Q1,2012,February-2012,Sunday
909,11969, Order Finished  , Ivan Liston            ,2012-01-19,16,3369920,0.08,269594, Office Supplies  , Storage & Organization         ,3100326,2012Q1,2012,January-2012,Thursday
910,12228, Order Finished  , Brad Norvell           ,2009-06-25,1,319020,0.04,12761, Furniture        , Chairs & Chairmats             ,306259,2009Q2,2009,June-2009,Thursday
911,12355, Order Finished  , Ken Heidel             ,2011-05-28,45,337320,0.08,26986, Office Supplies  , Appliances                     ,310334,2011Q2,2011,May-2011,Saturday
912,12389, Order Returned  , Michael Granlund       ,2009-08-04,34,5121180,0.07,358483, Technology       , Computer Peripherals           ,4762697,2009Q3,2009,August-2009,Tuesday
913,12710, Order Returned  , John Castell           ,2010-08-17,37,4233240,0.06,253994, Office Supplies  , Paper                          ,3979246,2010Q3,2010,August-2010,Tuesday
915,14021, Order Finished  , Ken Heidel             ,2011-03-07,12,54100,0.0,0, Office Supplies  , Pens & Art Supplies            ,54100,2011Q1,2011,March-2011,Monday
918,15878, Order Finished  , Mike Kennedy           ,2010-11-04,36,550120,0.05,27506, Office Supplies  , Paper                          ,522614,2010Q4,2010,November-2010,Thursday
919,16133, Order Finished  , Matt Abelman           ,2009-09-25,1,55920,0.17,9506, Furniture        , Office Furnishings             ,46414,2009Q3,2009,September-2009,Friday
920,16612, Order Finished  , Sally Matthias         ,2009-02-13,45,7398440,0.05,369922, Technology       , Office Machines                ,7028518,2009Q1,2009,February-2009,Friday
921,16967, Order Finished  , Brad Norvell           ,2011-08-19,5,795100,0.08,63608, Technology       , Computer Peripherals           ,731492,2011Q3,2011,August-2011,Friday
922,18432, Order Finished  , Art Ferguson           ,2011-03-12,42,902640,0.04,36106, Furniture        , Office Furnishings             ,866534,2011Q1,2011,March-2011,Saturday
924,18754, Order Finished  , Roland Black           ,2009-09-25,8,2435240,0.03,73057, Furniture        , Bookcases                      ,2362183,2009Q3,2009,September-2009,Friday
925,19905, Order Finished  , Matt Abelman           ,2012-08-12,20,165940,0.04,6638, Office Supplies  , Labels                         ,159302,2012Q3,2012,August-2012,Sunday
926,20256, Order Finished  , Roland Black           ,2012-01-31,24,1025660,0.01,10257, Office Supplies  , Storage & Organization         ,1015403,2012Q1,2012,January-2012,Tuesday
927,20386, Order Finished  , Mike Kennedy           ,2010-02-27,35,82460,0.09,7421, Office Supplies  , Rubber Bands                   ,75039,2010Q1,2010,February-2010,Saturday
928,20455, Order Finished  , Dana Kaydos            ,2010-06-28,7,762399,0.08,60992, Technology       , Telephones and Communication   ,701407,2010Q2,2010,June-2010,Monday
929,20642, Order Finished  , Darren Koutras         ,2012-05-19,32,270400,0.02,5408, Office Supplies  , Labels                         ,264992,2012Q2,2012,May-2012,Saturday
932,22053, Order Finished  , Sean Wendt             ,2010-08-21,32,1126160,0.1,112616, Office Supplies  , Binders and Binder Accessories ,1013544,2010Q3,2010,August-2010,Saturday
933,22368, Order Finished  , Sarah Jordon           ,2010-02-19,5,384240,0.04,15370, Technology       , Computer Peripherals           ,368870,2010Q1,2010,February-2010,Friday
934,22885, Order Finished  , Neil Ducich            ,2009-11-23,4,112940,0.05,5647, Office Supplies  ," Scissors, Rulers and Trimmers  ",107293,2009Q4,2009,November-2009,Monday
935,22947, Order Returned  , Sarah Jordon           ,2009-12-18,19,432500,0.09,38925, Furniture        , Office Furnishings             ,393575,2009Q4,2009,December-2009,Friday
936,23844, Order Finished  , Michael Granlund       ,2009-07-06,40,3722720,0.0,0, Office Supplies  , Appliances                     ,3722720,2009Q3,2009,July-2009,Monday
937,24039, Order Finished  , Sean Wendt             ,2012-07-17,5,398320,0.1,39832, Technology       , Computer Peripherals           ,358488,2012Q3,2012,July-2012,Tuesday
938,25347, Order Finished  , Theone Pippenger       ,2009-06-12,28,1934540,0.07,135418, Office Supplies  , Paper                          ,1799122,2009Q2,2009,June-2009,Friday
939,25825, Order Finished  , Michael Granlund       ,2012-07-19,45,967480,0.02,19350, Office Supplies  , Paper                          ,948130,2012Q3,2012,July-2012,Thursday
941,26726, Order Finished  , Roland Black           ,2012-12-27,37,346220,0.02,6924, Office Supplies  , Appliances                     ,339296,2012Q4,2012,December-2012,Thursday
942,27266, Order Finished  , Art Ferguson           ,2011-09-08,9,2062120,0.03,61864, Technology       , Computer Peripherals           ,2000256,2011Q3,2011,September-2011,Thursday
943,27396, Order Finished  , Sean Wendt             ,2010-12-08,14,276620,0.07,19363, Furniture        , Office Furnishings             ,257257,2010Q4,2010,December-2010,Wednesday
944,28480, Order Finished  , Mike Kennedy           ,2009-03-15,17,61240,0.01,612, Office Supplies  , Pens & Art Supplies            ,60628,2009Q1,2009,March-2009,Sunday
945,29158, Order Finished  , Matt Abelman           ,2011-10-20,12,4533400,0.07,317338, Furniture        , Chairs & Chairmats             ,4216062,2011Q4,2011,October-2011,Thursday
946,29409, Order Finished  , Sally Matthias         ,2011-01-13,23,77980,0.09,7018, Technology       , Computer Peripherals           ,70962,2011Q1,2011,January-2011,Thursday
947,29956, Order Finished  , Steve Carroll          ,2009-08-14,48,160660,0.09,14459, Office Supplies  , Pens & Art Supplies            ,146201,2009Q3,2009,August-2009,Friday
949,30467, Order Finished  , John Castell           ,2009-08-15,5,4039300,0.05,201965, Office Supplies  , Binders and Binder Accessories ,3837335,2009Q3,2009,August-2009,Saturday
950,30785, Order Finished  , Neil Ducich            ,2009-07-03,7,111620,0.03,3349, Office Supplies  , Paper                          ,108271,2009Q3,2009,July-2009,Friday
951,31171, Order Finished  , Parhena Norris         ,2009-04-08,37,322040,0.08,25763, Office Supplies  , Binders and Binder Accessories ,296277,2009Q2,2009,April-2009,Wednesday
952,31297, Order Finished  , Mike Kennedy           ,2012-08-18,39,1359900,0.08,108792, Office Supplies  , Pens & Art Supplies            ,1251108,2012Q3,2012,August-2012,Saturday
954,32706, Order Finished  , Matt Abelman           ,2009-07-04,5,4035000,0.03,121050, Technology       , Office Machines                ,3913950,2009Q3,2009,July-2009,Saturday
956,33570, Order Finished  , Ken Heidel             ,2012-12-16,46,531760,0.05,26588, Office Supplies  , Binders and Binder Accessories ,505172,2012Q4,2012,December-2012,Sunday
957,33893, Order Finished  , Sarah Jordon           ,2012-09-20,6,464420,0.0,0, Office Supplies  , Envelopes                      ,464420,2012Q3,2012,September-2012,Thursday
958,34599, Order Finished  , John Castell           ,2010-03-03,26,383100,0.08,30648, Furniture        , Office Furnishings             ,352452,2010Q1,2010,March-2010,Wednesday
959,34721, Order Finished  , Bart Watters           ,2010-11-01,46,1006340,0.01,10063, Office Supplies  ," Scissors, Rulers and Trimmers  ",996277,2010Q4,2010,November-2010,Monday
960,34787, Order Finished  , Sean Wendt             ,2010-02-28,14,907980,0.05,45399, Office Supplies  , Pens & Art Supplies            ,862581,2010Q1,2010,February-2010,Sunday
961,34791, Order Finished  , Mary O'Rourke          ,2011-05-07,37,569160,0.03,17075, Furniture        , Office Furnishings             ,552085,2011Q2,2011,May-2011,Saturday
962,34822, Order Finished  , Nathan Cano            ,2012-07-10,23,1981000,0.04,79240, Technology       , Computer Peripherals           ,1901760,2012Q3,2012,July-2012,Tuesday
963,34853, Order Finished  , Matt Abelman           ,2011-09-29,49,1303800,0.16,208608, Furniture        , Office Furnishings             ,1095192,2011Q3,2011,September-2011,Thursday
964,35522, Order Finished  , Michael Granlund       ,2010-10-25,27,5150020,0.09,463502, Technology       , Computer Peripherals           ,4686518,2010Q4,2010,October-2010,Monday
965,36099, Order Finished  , Neil Ducich            ,2010-09-17,32,170980,0.08,13678, Office Supplies  , Pens & Art Supplies            ,157302,2010Q3,2010,September-2010,Friday
966,36359, Order Finished  , Ken Heidel             ,2011-11-23,2,137320,0.06,8239, Office Supplies  , Paper                          ,129081,2011Q4,2011,November-2011,Wednesday
967,36901, Order Finished  , Dana Kaydos            ,2012-09-13,30,402180,0.08,32174, Office Supplies  , Paper                          ,370006,2012Q3,2012,September-2012,Thursday
968,37412, Order Finished  , Steve Carroll          ,2012-08-03,17,383340,0.03,11500, Office Supplies  ," Scissors, Rulers and Trimmers  ",371840,2012Q3,2012,August-2012,Friday
969,38625, Order Finished  , Chad Sievert           ,2010-11-17,28,5504000,0.06,330240, Technology       , Computer Peripherals           ,5173760,2010Q4,2010,November-2010,Wednesday
970,38656, Order Finished  , John Castell           ,2012-08-10,13,128920,0.01,1289, Office Supplies  , Labels                         ,127631,2012Q3,2012,August-2012,Friday
971,38784, Order Finished  , Mark Cousins           ,2011-02-03,50,596240,0.09,53662, Office Supplies  , Labels                         ,542578,2011Q1,2011,February-2011,Thursday
973,39527, Order Finished  , Nathan Mautz           ,2011-04-17,29,426700,0.01,4267, Office Supplies  , Paper                          ,422433,2011Q2,2011,April-2011,Sunday
974,39845, Order Finished  , Shaun Weien            ,2009-09-06,44,894840,0.05,44742, Office Supplies  , Paper                          ,850098,2009Q3,2009,September-2009,Sunday
975,39877, Order Finished  , Nathan Mautz           ,2012-08-16,41,181760,0.04,7270, Office Supplies  , Rubber Bands                   ,174490,2012Q3,2012,August-2012,Thursday
976,40259, Order Finished  , Theone Pippenger       ,2010-10-12,4,58100,0.08,4648, Technology       , Computer Peripherals           ,53452,2010Q4,2010,October-2010,Tuesday
977,41217, Order Finished  , Nathan Cano            ,2011-07-13,23,2629280,0.03,78878, Office Supplies  , Paper                          ,2550402,2011Q3,2011,July-2011,Wednesday
978,41671, Order Finished  , Bart Watters           ,2012-12-03,49,1277820,0.02,25556, Office Supplies  ," Scissors, Rulers and Trimmers  ",1252264,2012Q4,2012,December-2012,Monday
979,41927, Order Finished  , Matt Abelman           ,2012-07-13,46,4664460,0.02,93289, Office Supplies  , Paper                          ,4571171,2012Q3,2012,July-2012,Friday
981,42692, Order Finished  , Scott Williamson       ,2011-12-20,41,497720,0.08,39818, Office Supplies  , Paper                          ,457902,2011Q4,2011,December-2011,Tuesday
982,44007, Order Finished  , Nathan Cano            ,2011-05-30,50,563620,0.07,39453, Office Supplies  , Pens & Art Supplies            ,524167,2011Q2,2011,May-2011,Monday
983,44450, Order Finished  , Sean Wendt             ,2010-10-09,14,486460,0.07,34052, Technology       , Computer Peripherals           ,452408,2010Q4,2010,October-2010,Saturday
984,44610, Order Finished  , Hunter Lopez           ,2011-03-10,31,255800,0.07,17906, Office Supplies  , Labels                         ,237894,2011Q1,2011,March-2011,Thursday
985,44999, Order Finished  , Mike Kennedy           ,2010-01-22,17,221480,0.09,19933, Office Supplies  , Paper                          ,201547,2010Q1,2010,January-2010,Friday
986,45025, Order Finished  , Mike Kennedy           ,2011-04-11,26,147640,0.08,11811, Office Supplies  , Binders and Binder Accessories ,135829,2011Q2,2011,April-2011,Monday
987,45248, Order Finished  , Mark Cousins           ,2011-04-16,38,309700,0.05,15485, Office Supplies  , Appliances                     ,294215,2011Q2,2011,April-2011,Saturday
988,45249, Order Finished  , Roland Black           ,2010-11-27,24,2311167,0.04,92447, Technology       , Telephones and Communication   ,2218720,2010Q4,2010,November-2010,Saturday
989,45570, Order Finished  , Bart Watters           ,2010-08-09,19,155140,0.0,0, Office Supplies  , Binders and Binder Accessories ,155140,2010Q3,2010,August-2010,Monday
990,46375, Order Returned  , Parhena Norris         ,2010-08-26,24,1810640,0.02,36213, Office Supplies  , Paper                          ,1774427,2010Q3,2010,August-2010,Thursday
991,46885, Order Finished  , Mike Kennedy           ,2011-06-07,27,1265100,0.05,63255, Furniture        , Office Furnishings             ,1201845,2011Q2,2011,June-2011,Tuesday
992,46948, Order Finished  , Mike Kennedy           ,2010-05-20,10,128260,0.1,12826, Office Supplies  , Binders and Binder Accessories ,115434,2010Q2,2010,May-2010,Thursday
993,47267, Order Finished  , Theone Pippenger       ,2010-12-29,24,985420,0.02,19708, Office Supplies  , Paper                          ,965712,2010Q4,2010,December-2010,Wednesday
994,47333, Order Finished  , Sally Matthias         ,2011-09-07,16,1520497,0.04,60820, Technology       , Telephones and Communication   ,1459677,2011Q3,2011,September-2011,Wednesday
